id,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id
9002,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,845.0",17469
67756,Malta,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$2,157.0",48050
68842,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,495.0",41337
4312,Malta,Type V5,Quantum,ThetaBase Services,1,1,strict,1,t,f,"$1,234.0",9226
6086,Brazil,Type G0,Plasma,ThetaBase Services,2,7,strict,3,t,f,"$2,313.0",9693
70891,Rwanda,Type G0,Plasma,ThetaBase Services,0,2,moderate,1,t,f,"$1,845.0",46394
50359,Micronesia,Type V5,Plasma,ThetaBase Services,1,3,flexible,3,t,f,"$2,170.0",502
60612,Indonesia,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,780.0",22272
26538,Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$3,210.0",1835
72962,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,325.0",22603
35672,Malta,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$1,663.0",39615
3647,Micronesia,Type V5,Plasma,ThetaBase Services,1,4,strict,2,t,f,"$1,975.0",24116
40147,Micronesia,Type V5,Plasma,ThetaBase Services,0,3,strict,1,t,f,"$2,690.0",27263
40850,United Kingdom,Type V7,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,975.0",35970
6020,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,690.0",2012
58889,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,377.0",3050
29348,Anguilla,Type F5,Plasma,ThetaBase Services,3,6,strict,3,t,f,"$2,495.0",41879
70264,Micronesia,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$1,936.0",8057
28232,Brazil,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,104.0",26361
6681,Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$3,457.0",20754
10244,Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,3,f,f,"$1,845.0",2852
73392,Nicaragua,Type V5,Quantum,ThetaBase Services,2,4,moderate,2,f,f,"$2,040.0",41022
50382,Niue,Type V5,Plasma,ThetaBase Services,0,2,strict,1,f,f,"$1,585.0",18490
65206,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,585.0",41098
62619,Niue,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,520.0",4417
15985,Rwanda,Type V5,Plasma,ThetaBase Services,2,6,strict,3,f,f,"$2,170.0",28828
43869,Rwanda,Type V5,Plasma,ThetaBase Services,1,3,strict,1,f,f,"$1,975.0",28828
69027,Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$3,457.0",20754
619,Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$3,197.0",20754
16562,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$1,845.0",6669
27744,Uzbekistan,Type V7,Plasma,ThetaBase Services,1,2,strict,1,t,f,"$1,533.0",24812
7915,Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,3,f,f,"$2,820.0",38538
61775,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,strict,3,f,f,"$3,405.0",38538
30481,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,650.0",48455
38292,Barbados,Type V5,Plasma,ThetaBase Services,3,10,strict,4,f,f,"$6,486.0",35442
17343,Costa Rica,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,390.0",27536
64522,Russian Federation,Type V2,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,637.0",36524
44843,Niue,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,260.0",16808
58428,United Kingdom,Type V5,Plasma,ThetaBase Services,2,8,strict,4,f,f,"$3,457.0",40752
39203,Micronesia,Type G0,Plasma,ThetaBase Services,1,4,strict,2,t,f,"$3,080.0",11567
28434,Rwanda,Type V5,Plasma,ThetaBase Services,1,3,flexible,1,f,f,"$2,040.0",35218
65808,Indonesia,Type F5,Quantum,ThetaBase Services,1,3,moderate,1,t,f,"$1,234.0",31718
10325,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,6,strict,1,f,f,"$2,157.0",4446
51652,Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$2,807.0",4446
4108,Gambia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,377.0",20935
38083,Anguilla,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,520.0",3944
53653,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,299.0",28312
59157,Malta,Type F5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$2,105.0",4263
11781,Indonesia,Type V5,Quantum,ThetaBase Services,1,2,flexible,2,f,f,"$1,325.0",49681
24830,Barbados,Type V5,Plasma,ThetaBase Services,2,6,moderate,2,f,f,"$7,357.0",27811
39974,Switzerland,Type V5,Plasma,ThetaBase Services,1,6,strict,4,f,f,"$1,715.0",44169
45981,Niue,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$3,860.0",19943
3043,Micronesia,Type F5,Plasma,ThetaBase Services,2,5,strict,3,f,f,"$4,770.0",12164
76346,El Salvador,Type F5,Quantum,ThetaBase Services,3,3,flexible,3,t,f,"$1,312.0",50048
25884,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,strict,3,f,f,"$2,105.0",640
73621,Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,1,f,f,"$2,157.0",4446
30538,Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,t,f,"$1,806.0",27774
38370,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,t,f,"$1,637.0",17656
15823,Russian Federation,Type V5,Plasma,ThetaBase Services,1,3,flexible,2,t,f,"$1,975.0",14574
45745,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,105.0",4928
70246,Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,365.0",49290
35657,Russian Federation,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,t,f,"$1,260.0",7392
60107,Switzerland,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,t,f,"$1,416.0",47894
6167,Estonia,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,650.0",32867
57983,Malta,Type V5,Plasma,ThetaBase Services,2,6,flexible,4,f,f,"$3,405.0",3538
65515,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,260.0",19682
49304,Niue,Type F5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,455.0",43176
68378,Malta,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,845.0",2694
40237,Switzerland,Type V5,Plasma,ThetaBase Services,1,6,strict,4,f,f,"$1,650.0",44169
28219,Kenya,Type V5,Plasma,ThetaBase Services,1,6,strict,4,f,f,"$1,650.0",44169
3122,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,066.0",6894
59400,Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,2,t,f,"$2,300.0",602
27303,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,3,5,strict,3,f,f,"$2,170.0",22945
49537,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,strict,1,t,f,"$1,364.0",37053
8858,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,520.0",46872
66368,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",7516
46797,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,strict,2,t,f,"$2,859.0",15004
36857,United Kingdom,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,325.0",9640
248,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$2,105.0",3932
56154,Uzbekistan,Type V5,Plasma,ThetaBase Services,1,2,strict,0,f,f,"$2,209.0",45702
63183,Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$3,795.0",45546
19164,Bouvet Island (Bouvetoya),Type Z6,Plasma,ThetaBase Services,1,4,strict,2,f,f,"$2,820.0",34201
19116,Niue,Type F5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,390.0",43176
33956,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,flexible,2,f,f,"$1,520.0",14987
38317,Brazil,Type V5,Quantum,ThetaBase Services,2,5,strict,4,t,f,"$1,637.0",39699
48165,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,455.0",9424
53362,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,strict,4,t,f,"$2,859.0",15004
47922,Rwanda,Type V5,Plasma,ThetaBase Services,1,5,strict,3,f,f,"$2,040.0",4856
13944,Rwanda,Type V5,Plasma,ThetaBase Services,1,8,strict,4,t,f,"$2,859.0",15004
41165,Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,t,f,"$4,237.0",8225
57095,Uzbekistan,Type V5,Plasma,ThetaBase Services,0,4,strict,2,t,f,"$1,845.0",48095
31315,Rwanda,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,260.0",28305
70113,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,819.0",40722
42335,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,strict,1,t,f,"$1,507.0",39967
12714,Russian Federation,Type F5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$4,120.0",16252
2851,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,234.0",37194
41188,Malta,Type V2,Quantum,ThetaBase Services,1,4,strict,2,f,f,"$1,884.0",22321
27506,United Kingdom,Type V5,Plasma,ThetaBase Services,2,5,moderate,3,f,f,"$2,105.0",7027
68117,Barbados,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$2,040.0",28021
14548,Uzbekistan,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,143.0",48257
14896,Uzbekistan,Type V5,Quantum,ThetaBase Services,1,3,flexible,2,t,f,"$1,143.0",48257
42390,Kiribati,Type F5,Plasma,ThetaBase Services,3,6,strict,2,f,f,"$2,495.0",3298
24792,Pakistan,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,182.0",44425
55338,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$2,170.0",33358
30797,Costa Rica,Type V5,Plasma,ThetaBase Services,2,6,moderate,2,f,f,"$1,585.0",8666
8424,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,2,2,strict,2,t,f,"$1,754.0",30199
33327,Gambia,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,t,f,"$2,170.0",35246
14124,Marshall Islands,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,377.0",27545
44544,Russian Federation,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,t,f,"$1,637.0",48175
19422,United Kingdom,Type V5,Plasma,ThetaBase Services,0,2,flexible,1,t,f,"$1,715.0",33897
61276,Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,170.0",28828
46586,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,312.0",33189
73694,Rwanda,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,429.0",12591
46927,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,195.0",21239
1448,Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,2,f,f,"$2,040.0",20120
72549,Russian Federation,Type F1,Plasma,ThetaBase Services,1,4,moderate,2,f,f,"$2,040.0",25678
38237,Malta,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$1,650.0",5812
7454,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$2,560.0",39109
64079,Indonesia,Type F5,Quantum,ThetaBase Services,2,2,moderate,2,t,f,"$1,234.0",31718
72595,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,780.0",33523
75074,Faroe Islands,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,t,f,"$1,195.0",44532
28212,Uzbekistan,Type V7,Quantum,ThetaBase Services,1,2,strict,2,f,f,"$1,390.0",24567
64281,Brazil,Type O3,Quantum,ThetaBase Services,6,3,strict,2,t,f,"$2,690.0",10039
27568,Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,040.0",38538
64676,Malta,Type V2,Plasma,ThetaBase Services,4,8,strict,5,f,f,"$3,730.0",49102
25212,Costa Rica,Type V5,Quantum,ThetaBase Services,0,1,strict,2,f,f,"$1,195.0",44650
58680,Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,t,f,"$3,210.0",4847
27580,Barbados,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$3,015.0",16360
68894,Pakistan,Type F5,Quantum,ThetaBase Services,3,6,strict,3,f,f,"$1,390.0",838
36506,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,2,flexible,0,f,f,"$1,689.0",18088
58038,United Kingdom,Type V5,Plasma,ThetaBase Services,3,6,strict,3,f,f,"$4,419.0",38538
50836,Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,898.0",12040
60102,Wallis and Futuna,Type E3,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,650.0",46554
44877,United Kingdom,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,f,f,"$1,299.0",39615
37313,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,2,3,strict,2,f,f,"$2,105.0",10018
62637,Gambia,Type V2,Quantum,ThetaBase Services,1,3,flexible,2,t,f,"$1,182.0",37823
48621,Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,2,f,f,"$2,040.0",20120
11977,Rwanda,Type V5,Plasma,ThetaBase Services,0,2,strict,1,t,f,"$2,300.0",32446
14739,Rwanda,Type V5,Plasma,ThetaBase Services,0,4,strict,2,t,f,"$1,845.0",4856
29559,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,moderate,1,t,f,"$1,325.0",7264
76050,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$1,195.0",49007
50443,United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,430.0",30354
43392,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0,2,flexible,1,f,f,"$1,780.0",2248
1810,Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,1,f,f,"$3,470.0",49330
17979,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,strict,3,t,f,"$2,690.0",33873
65821,Micronesia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,455.0",24743
27654,Malta,Type V5,Plasma,ThetaBase Services,1,5,strict,3,t,f,$870.0,49435
19630,Switzerland,Type V5,Plasma,ThetaBase Services,2,7,strict,7,f,f,"$1,910.0",44169
40807,Kiribati,Type F1,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,130.0",39156
45306,Micronesia,Type G0,Plasma,ThetaBase Services,0,2,strict,1,t,f,"$2,820.0",11567
1052,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,3,9,strict,4,f,f,"$4,627.0",24026
13497,Micronesia,Type G0,Plasma,ThetaBase Services,0,4,strict,2,t,f,"$2,820.0",11567
39187,Niue,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,481.0",43236
13159,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,286.0",46195
14660,Barbados,Type F5,Plasma,ThetaBase Services,3,8,flexible,7,t,f,"$3,470.0",30790
16038,Bouvet Island (Bouvetoya),Type G0,Quantum,ThetaBase Services,1,2,flexible,2,f,f,"$1,897.0",27423
60652,Malta,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,650.0",6140
72581,Gambia,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$2,170.0",2931
32610,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,strict,3,f,f,"$3,145.0",72
28064,Gambia,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,780.0",41379
76370,Rwanda,Type V5,Plasma,ThetaBase Services,1,6,strict,3,t,f,"$2,417.0",8225
47912,Malta,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,910.0",9992
56762,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$1,910.0",28719
76174,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,455.0",24419
7371,Malta,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,520.0",44488
15275,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,390.0",34678
18448,Rwanda,Type V5,Plasma,ThetaBase Services,3,6,strict,3,t,f,"$3,275.0",34925
48648,Kiribati,Type F5,Quantum,ThetaBase Services,3,1,flexible,1,t,f,"$1,715.0",42786
44271,Malta,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,f,f,"$2,105.0",40464
62877,Micronesia,Type V5,Plasma,ThetaBase Services,2,5,strict,3,t,f,"$6,395.0",19958
34688,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,585.0",10268
46594,Nicaragua,Type V5,Plasma,ThetaBase Services,3,8,strict,3,f,f,"$4,055.0",6011
31432,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,585.0",10268
66398,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,moderate,3,f,f,"$1,819.0",42463
48260,Costa Rica,Type F5,Plasma,ThetaBase Services,4,5,flexible,4,t,f,"$2,300.0",4269
58654,Micronesia,Type V5,Plasma,ThetaBase Services,1,4,strict,1,f,f,"$2,430.0",15929
22124,Barbados,Type V5,Plasma,ThetaBase Services,3,6,strict,6,f,f,"$4,510.0",4330
65721,Estonia,Type V5,Plasma,ThetaBase Services,0,4,strict,2,t,f,"$1,598.0",44169
33246,Faroe Islands,Type V5,Quantum,ThetaBase Services,2,4,moderate,2,f,f,"$2,170.0",39998
67792,Niue,Type Z6,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,481.0",49832
19490,Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,t,f,"$2,625.0",21240
21968,Isle of Man,Type D4,Plasma,ThetaBase Services,2,6,strict,6,f,f,"$1,975.0",19861
10787,Estonia,Type V5,Plasma,ThetaBase Services,1,5,strict,3,t,f,"$1,780.0",44169
51052,Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,2,t,f,"$2,820.0",16186
26469,Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,f,f,$870.0,25403
17383,Estonia,Type V5,Plasma,ThetaBase Services,0,4,strict,3,f,f,"$1,598.0",44169
68000,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,f,f,"$2,677.0",42934
42503,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,6,moderate,3,f,f,"$2,157.0",32027
37528,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3,6,moderate,3,t,f,"$2,560.0",1021
74139,Malta,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,520.0",13486
40860,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,5,strict,2,f,f,"$3,600.0",19943
19733,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,157.0",19943
29282,Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,1,f,f,"$2,625.0",43134
28675,Malta,Type F5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,377.0",36726
1295,Nicaragua,Type V5,Plasma,ThetaBase Services,3,8,strict,3,f,f,"$4,380.0",9354
26510,Barbados,Type V5,Quantum,ThetaBase Services,1,1,strict,1,t,f,"$1,650.0",24118
53274,Guinea,Type V5,Plasma,ThetaBase Services,1,4,flexible,1,t,f,"$3,145.0",5166
41122,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,845.0",4820
37461,Anguilla,Type V5,Plasma,ThetaBase Services,1,4,strict,1,f,f,"$1,780.0",28828
31633,Malta,Type V5,Plasma,ThetaBase Services,1,3,strict,0,f,f,"$1,715.0",210
31385,Marshall Islands,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,t,f,"$1,364.0",49485
26096,Malta,Type V2,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,234.0",27017
1507,Niue,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$1,702.0",32903
30327,Estonia,Type V5,Plasma,ThetaBase Services,1,4,strict,3,f,f,"$1,650.0",44169
41137,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",47520
61461,Niue,Type V5,Plasma,"Banks, Wood and Phillips",0,2,strict,1,f,f,"$1,650.0",23434
31974,Uzbekistan,Type V7,Plasma,ThetaBase Services,2,8,strict,2,f,f,"$4,081.0",35522
35098,Niue,Type F5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,325.0",31904
37278,Nicaragua,Type G0,Plasma,ThetaBase Services,3,8,moderate,3,f,f,"$4,770.0",3274
16629,Barbados,Type A7,Quantum,ThetaBase Services,0,2,flexible,1,t,f,"$3,600.0",4764
42878,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,897.0",1013
67552,Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$4,640.0",32225
30901,Russian Federation,Type V5,Quantum,ThetaBase Services,0,2,flexible,1,t,f,"$1,767.0",12673
52729,Rwanda,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,t,f,"$1,169.0",27926
63456,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,247.0",19682
56345,Estonia,Type V5,Plasma,ThetaBase Services,0,4,strict,3,t,f,"$1,650.0",44169
56591,United Kingdom,Type V5,Plasma,ThetaBase Services,1,4,moderate,1,f,f,"$1,650.0",16108
55355,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,780.0",22408
31755,Malta,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,t,f,"$1,910.0",28834
32753,United Kingdom,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$2,170.0",28828
3347,Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,t,f,"$2,560.0",15567
72476,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,2,t,f,"$1,637.0",7264
38455,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,884.0",46254
7158,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,260.0",7687
53234,Switzerland,Type V5,Quantum,ThetaBase Services,1,2,strict,3,t,f,"$1,208.0",12215
43640,Rwanda,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,t,f,"$1,390.0",46002
8047,United Kingdom,Type V5,Plasma,ThetaBase Services,1,4,flexible,1,f,f,"$1,520.0",11746
28255,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,299.0",37544
4104,Marshall Islands,Type F1,Nuclear,ThetaBase Services,1,2,strict,1,t,f,"$1,975.0",30908
32314,Indonesia,Type F5,Quantum,ThetaBase Services,0,1,flexible,1,t,f,"$1,975.0",32996
13063,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,t,f,"$1,780.0",30346
71354,Rwanda,Type V5,Plasma,ThetaBase Services,0,2,flexible,1,t,f,"$1,780.0",32679
66329,Nicaragua,Type V5,Nuclear,ThetaBase Services,1,6,strict,3,f,f,"$7,370.0",23867
26065,Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,t,f,"$2,625.0",21240
18440,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,2,4,flexible,3,f,f,"$6,330.0",35364
1911,Barbados,Type V5,Plasma,ThetaBase Services,2,6,strict,3,f,f,"$4,120.0",48960
29438,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,247.0",24651
2858,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,260.0",2147
67223,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,0,f,f,"$1,884.0",46254
75096,Malta,Type V7,Plasma,ThetaBase Services,2,4,moderate,3,f,f,"$7,370.0",39081
19321,Costa Rica,Type F5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,195.0",18860
28065,Rwanda,Type V2,Quantum,ThetaBase Services,1,1,strict,1,t,f,"$1,143.0",37293
56304,Micronesia,Type V5,Nuclear,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",28763
54806,Niue,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,247.0",24401
15730,Rwanda,Type V5,Plasma,ThetaBase Services,3,8,strict,4,f,f,"$4,744.0",46254
6705,Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,2,f,f,"$1,871.0",1013
49830,Rwanda,Type G0,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$3,132.0",3389
19875,Rwanda,Type V5,Plasma,ThetaBase Services,1,6,strict,3,t,f,"$1,910.0",4856
52683,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,377.0",46099
56719,Barbados,Type V5,Plasma,ThetaBase Services,3,7,strict,4,f,f,"$4,380.0",33823
68234,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,strict,2,t,f,"$1,650.0",46218
67141,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,260.0",46195
11134,Kenya,Type V2,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,234.0",41
7573,Malta,Type V5,Quantum,ThetaBase Services,0,2,strict,1,f,f,"$3,470.0",37910
74375,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,520.0",35285
25680,Niue,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,t,f,"$1,624.0",41256
28109,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$2,430.0",46089
3084,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,325.0",28991
20201,Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,560.0",37565
13250,Malta,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,884.0",4506
18419,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,235.0",26596
